Entity,Code,Year,Fossil fuels per capita (kWh),Nuclear per capita (kWh - equivalent),Renewables per capita (kWh - equivalent)
Estonia,EST,1999,38250.625,0,37.99557
Estonia,EST,2000,39592.426,0,136.2722
Estonia,EST,2001,41609.387,0,66.259544
Estonia,EST,2002,41689.918,0,77.304306
Estonia,EST,2003,45728.09,0,100.54232
Estonia,EST,2004,46914.94,0,136.08022
Estonia,EST,2005,47348.145,0,238.42897
Estonia,EST,2006,46996.63,0,289.1728
Estonia,EST,2007,54681.934,0,328.40192
Estonia,EST,2008,50287.504,0,464.44327
Estonia,EST,2009,42763.84,0,1241.178
Estonia,EST,2010,52454.63,0,2479.417
Estonia,EST,2011,52215.496,0,2749.6929
Estonia,EST,2012,52122.742,0,3436.9917
Estonia,EST,2013,55908.348,0,2865.7493
Estonia,EST,2014,53131.562,0,3285.1177
Estonia,EST,2015,48599.348,0,3601.606
Estonia,EST,2016,50154.62,0,3619.6167
Estonia,EST,2017,55318.8,0,4249.7026
Estonia,EST,2018,54172.293,0,4731.181
Estonia,EST,2019,42239.938,0,5053.813
Estonia,EST,2020,37205.28,0,6973.4033
Estonia,EST,2021,39445.348,0,6766.0005
Estonia,EST,2022,41223.45,0,6581.1973
Estonia,EST,2023,35453.055,0,6513.9893
Europe,,1965,28474.326,96.258606,1789.7991
Europe,,1966,29318.248,123.51952,1931.783
Europe,,1967,30249.873,141.39503,1903.3108
Europe,,1968,31663.107,161.46959,2013.0061
Europe,,1969,33505.695,194.2802,2027.703
Europe,,1970,35283.883,211.36403,2135.5222
Europe,,1971,36288.324,241.44193,2148.5168
Europe,,1972,37767.55,329.80945,2180.549
Europe,,1973,39650.523,375.84915,2194.089
Europe,,1974,39623.332,458.50873,2353.6228
Europe,,1975,39741.266,608.51227,2340.808
Europe,,1976,41580.414,726.0414,2226.9429
Europe,,1977,42051.39,880.77466,2608.1897
Europe,,1978,43455.582,965.3782,2689.38
Europe,,1979,44639.26,1076.0988,2785.8418
Europe,,1980,43937.465,1269.0017,2762.613
Europe,,1981,42981.133,1655.919,2781.436
Europe,,1982,42630.395,1835.1294,2691.6426
Europe,,1983,42721.305,2128.5898,2776.2576
Europe,,1984,43328.18,2703.7373,2874.1567
Europe,,1985,41227.816,3184.4304,2765.2075
Europe,,1986,41734.598,3367.93,2708.2734
Europe,,1987,42295.953,3550.2896,2840.1582
Europe,,1988,42225.574,3881.3132,2939.658
Europe,,1989,42066.027,4032.917,2670.805
Europe,,1990,41874.23,3979.0815,2730.0852
Europe,,1991,41040.348,4065.5554,2774.3828
Europe,,1992,39107.652,4079.921,2846.7625
Europe,,1993,37214.566,4213.7915,2916.2969
Europe,,1994,35465.723,4093.409,2971.017
Europe,,1995,35257.664,4195.335,2997.3862
Europe,,1996,35496.785,4445.3027,2826.2017
Europe,,1997,34591.457,4482.541,2954.7417
Europe,,1998,34709.99,4430.983,3087.6519
Europe,,1999,34514.543,4529.2236,3166.696
Europe,,2000,34806.383,4597.0796,3327.8953
Europe,,2001,35201.02,4720.3213,3389.478
Europe,,2002,35137.273,4759.195,3159.029
Europe,,2003,35892.25,4794.36,3041.8826
Europe,,2004,36118.504,4805.209,3334.348
Europe,,2005,36158.2,4740.384,3438.8896
Europe,,2006,36663.02,4722.8076,3486.5266
Europe,,2007,36268.75,4503.1377,3685.4802
Europe,,2008,35848.766,4472.223,3892.3716
Europe,,2009,33200.68,4252.8066,4027.9875
Europe,,2010,34354.97,4342.2993,4328.2056
Europe,,2011,33881.84,4288.837,4238.895
Europe,,2012,33382.54,4179.8394,4678.972
Europe,,2013,32628.275,4088.654,5020.517
Europe,,2014,31207.996,4109.321,5125.68
Europe,,2015,31028.6,4045.0188,5226.776
Europe,,2016,31455.506,3928.3967,5338.294
Europe,,2017,31714.25,3901.0188,5380.5703
Europe,,2018,31792.027,3878.068,5716.758
Europe,,2019,31019.334,3853.7354,5816.732
Europe,,2020,28317.934,3537.6477,6317.0366
Europe,,2021,29688.38,3735.7688,6430.989
Europe,,2022,29415.87,3260.0476,6348.6763
Europe,,2023,28404.564,3235.3577,6914.7065
European Union (27),,1965,23748.541,34.75502,1711.5419
European Union (27),,1966,24258.38,42.319973,1854.8538
European Union (27),,1967,25028.238,49.708874,1778.8601
European Union (27),,1968,26694.258,57.031075,1804.7966
European Union (27),,1969,28867.34,85.07705,1764.8658
European Union (27),,1970,30778.078,124.058784,1863.0841
European Union (27),,1971,31574.225,161.06444,1841.0981
European Union (27),,1972,32976.273,250.20712,1915.9629
European Union (27),,1973,34720.152,290.46362,1898.068
European Union (27),,1974,33943.645,336.37436,2035.6597
European Union (27),,1975,33330.33,562.6357,2041.635
European Union (27),,1976,35526.52,655.4696,1780.5319
European Union (27),,1977,35234.035,803.16534,2338.8225
European Union (27),,1978,36489.55,959.092,2272.3032
European Union (27),,1979,37542.35,1070.1112,2369.716
European Union (27),,1980,36602.28,1295.0719,2249.7478
European Union (27),,1981,34746.61,1854.3655,2210.211
European Union (27),,1982,33593.07,2019.1144,2160.811
European Union (27),,1983,33223.21,2396.8005,2198.396
European Union (27),,1984,33519.777,3117.5671,2225.0286
European Union (27),,1985,34650.336,3817.873,2268.287
European Union (27),,1986,34859.02,4190.861,2148.0117
European Union (27),,1987,35258.98,4351.44,2341.2979
European Union (27),,1988,35040.617,4665.9785,2466.2124
European Union (27),,1989,35215.22,4904.538,2031.6438
European Union (27),,1990,34584,4943.35,2146.362
European Union (27),,1991,34173.07,5065.8535,2238.6602
European Union (27),,1992,33217.977,5058.1294,2330.5776
European Union (27),,1993,32590.488,5196.3604,2398.3545
European Union (27),,1994,32329.486,5170.6313,2471.2705
European Union (27),,1995,33132.848,5308.379,2483.8364
European Union (27),,1996,34095.367,5567.849,2478.7756
European Union (27),,1997,33662.438,5605.277,2595.132
European Union (27),,1998,33925.16,5557.45,2714.4185
European Union (27),,1999,33596.99,5650.98,2723.7004
European Union (27),,2000,33639.94,5719.2783,2888.7917
European Union (27),,2001,34028.43,5862.6865,3057.399
European Union (27),,2002,33963.832,5899.8887,2738.9136
European Union (27),,2003,34610.594,5875.3145,2757.5002
European Union (27),,2004,34716.066,5955.526,3041.4875
European Union (27),,2005,34710.66,5820.154,3056.33
European Union (27),,2006,34724.887,5752.9146,3242.9404
European Union (27),,2007,34136.98,5431.3784,3469.3467
European Union (27),,2008,33453.414,5454.7,3792.4558
European Union (27),,2009,30974.611,5037.4346,4006.5671
European Union (27),,2010,31846.277,5170.656,4544.436
European Union (27),,2011,30743.375,5031.323,4481.5923
European Union (27),,2012,29895.707,4839.138,5023.3115
European Union (27),,2013,29241.6,4771.519,5425.557
European Union (27),,2014,27646.016,4776.0327,5600.268
European Union (27),,2015,28213.14,4592.651,5704.417
European Union (27),,2016,28650.514,4451.364,5766.3965
European Union (27),,2017,29276.291,4370.6675,5779.1016
European Union (27),,2018,28720.252,4353.4854,6181.115
European Union (27),,2019,27842.26,4349.6597,6356.092
European Union (27),,2020,24893.984,3868.4238,6865.1787
European Union (27),,2021,26470.143,4128.2134,6984.0244
European Union (27),,2022,25552.55,3407.5146,6966.513
European Union (27),,2023,23779.045,3439.5554,7669.496
Finland,FIN,1974,36323.125,0,8008.115
Finland,FIN,1975,37175.73,0,7662.7485
Finland,FIN,1976,41477.363,0,5933.234
Finland,FIN,1977,40817.53,1582.0696,7601.497
Finland,FIN,1978,43714.566,1935.1345,6097.025
Finland,FIN,1979,45062.91,3987.0176,6746.585
Finland,FIN,1980,44913.945,4140.2344,6321.2793
Finland,FIN,1981,38653.316,8609.232,8411.97
Finland,FIN,1982,36860.36,9793.118,8018.4023
Finland,FIN,1983,35273.086,10282.948,8270.277
Finland,FIN,1984,36872.926,10890.174,8024.3057
Finland,FIN,1985,39893.465,10955.067,7440.0625
Finland,FIN,1986,40387.418,10930.371,7449.2686
Finland,FIN,1987,42201.844,11223.935,8271.097
Finland,FIN,1988,41988.13,11138.757,7987.9995
Finland,FIN,1989,42560.3,10835.634,7761.2256
Finland,FIN,1990,44149.336,10934.549,9740.259
Finland,FIN,1991,43960.652,11041.951,10966.161
Finland,FIN,1992,42550.41,10838.801,11995.017
Finland,FIN,1993,42845.906,11160.521,11621.452
Finland,FIN,1994,46849.332,10833.153,10909.825
Finland,FIN,1995,42848.13,10674.6875,11618.804
Finland,FIN,1996,46502.297,10783.705,10518.476
Finland,FIN,1997,45068.73,11534.568,11954.019
Finland,FIN,1998,44215.336,12032.141,14430.896
Finland,FIN,1999,44008.195,12620.088,12512.981
Finland,FIN,2000,43306.41,12322.63,13747.96
Finland,FIN,2001,45737.195,12374.524,12607.852
Finland,FIN,2002,47297.496,12007.509,11603.915
Finland,FIN,2003,52482.8,12134.909,11140.657
Finland,FIN,2004,48446.055,12014.738,14757.876
Finland,FIN,2005,42560.824,12188.589,13405.917
Finland,FIN,2006,48095.78,11876.277,12852.494
Finland,FIN,2007,46554.574,12017.211,13694.152
Finland,FIN,2008,42099.242,11651.147,15602.273
Finland,FIN,2009,39840.453,11809.131,12276.179
Finland,FIN,2010,44262.723,11322.606,13642.959
Finland,FIN,2011,39869.89,11391.706,13681.175
Finland,FIN,2012,35927,11171.731,15787.715
Finland,FIN,2013,37185.96,11351.021,14307.013
Finland,FIN,2014,34172.004,11224.062,14995.175
Finland,FIN,2015,32096.895,10962.568,16963.518
Finland,FIN,2016,33719.62,10846.8125,16228.862
Finland,FIN,2017,31900.504,10421.1,17084.213
Finland,FIN,2018,32643.19,10491.868,17393.105
Finland,FIN,2019,30917.422,10935.069,17366.83
Finland,FIN,2020,27168.043,10615.386,18994.166
Finland,FIN,2021,26448.344,10703.333,20767.545
Finland,FIN,2022,25790.674,11439.888,20655.096
Finland,FIN,2023,22978.654,15393.415,21524.63
Finland,FIN,1965,,0,6059.329
Finland,FIN,1966,,0,6699.55
Finland,FIN,1967,,0,7464.0547
Finland,FIN,1968,,0,6702.024
Finland,FIN,1969,,0,5592.1235
Finland,FIN,1970,,0,6113.6094
Finland,FIN,1971,,0,6847.3696
Finland,FIN,1972,,0,6615.096
Finland,FIN,1973,,0,6704.5054
France,FRA,1965,25036.96,52.840233,2877.9392
France,FRA,1966,24999.855,81.30818,3196.6921
France,FRA,1967,26836.97,119.77456,2767.561
France,FRA,1968,27750.691,176.31853,3062.7078
France,FRA,1969,30376.99,203.94598,3193.545
France,FRA,1970,32527.928,320.74222,3403.9673
France,FRA,1971,33745.254,519.34106,2921.5176
France,FRA,1972,35544.41,805.3275,2902.7402
France,FRA,1973,38673.355,807.8149,2817.488
France,FRA,1974,37158.777,800.1726,3284.0295
France,FRA,1975,34319.99,987.20575,3474.894
France,FRA,1976,37233.742,849.769,2806.4763
France,FRA,1977,36213.98,961.87866,4347.137
France,FRA,1978,37333.17,1624.9647,3886.5232
France,FRA,1979,37960.01,2122.2102,3764.599
France,FRA,1980,36178.18,3235.6768,3914.925
France,FRA,1981,32879.965,5532.8047,4040.2947
France,FRA,1982,31073.088,5689.6406,3931.628
France,FRA,1983,30045.186,7498.1655,3852.5142
France,FRA,1984,29109.16,9893.693,3636.067
France,FRA,1985,28874.143,11538.903,3417.99
France,FRA,1986,28189.988,13024.15,3432.6157
France,FRA,1987,28046.771,13540.549,3846.948
France,FRA,1988,27681.996,13982.728,4148.2593
France,FRA,1989,28255.297,15353.5625,2559.792
France,FRA,1990,28242.217,15797.975,2931.753
France,FRA,1991,30310.66,16597.732,3125.4175
France,FRA,1992,29663.836,16888.398,3706.9573
France,FRA,1993,28229.182,18311.492,3480.3892
France,FRA,1994,27298.877,17848.162,4210.9272
France,FRA,1995,28010.877,18641.447,3925.5178
France,FRA,1996,29141.557,19566.053,3569.067
France,FRA,1997,28405.43,19401.82,3467.1616
France,FRA,1998,29979.543,18955.248,3358.6628
France,FRA,1999,29692.744,19171.053,3885.126
France,FRA,2000,29494.467,20080.443,3572.3638
France,FRA,2001,29197.191,20114.469,3946.9758
France,FRA,2002,28688.965,20604.086,3238.0803
France,FRA,2003,29099.238,20550.986,3139.5583
France,FRA,2004,29136.133,20620.828,3149.5881
France,FRA,2005,28826.055,20503.613,2795.1843
France,FRA,2006,28119.732,20177.875,3064.4116
France,FRA,2007,27371.438,19454.814,3325.7249
France,FRA,2008,26970.51,19198.94,3811.0188
France,FRA,2009,25552.09,17683.732,3611.5918
France,FRA,2010,25838.447,18277.611,3946.2605
France,FRA,2011,24179.93,18655.213,3314.0356
France,FRA,2012,23991.393,17746.664,4146.881
France,FRA,2013,23948.48,17495.21,4725.6797
France,FRA,2014,21634.684,17844.234,4504.5645
France,FRA,2015,22135.375,17714.934,4379.1714
France,FRA,2016,22391.416,16186.429,4639.5605
France,FRA,2017,22733.664,15859.839,4355.411
France,FRA,2018,21908.648,16310.273,5170.175
France,FRA,2019,21559.725,15672.221,5152.7256
France,FRA,2020,18458.41,13829.414,5571.422
France,FRA,2021,19952.6,14761.147,5477.8945
France,FRA,2022,18967.49,11409.492,5189.78
France,FRA,2023,17850.02,13018.581,6295.6973
Gabon,GAB,1965,,0,
Gabon,GAB,1966,,0,
Gabon,GAB,1967,,0,
Gabon,GAB,1968,,0,
Gabon,GAB,1969,,0,
Gabon,GAB,1970,,0,
Gabon,GAB,1971,,0,
Gabon,GAB,1972,,0,
Gabon,GAB,1973,,0,
Gabon,GAB,1974,,0,
Gabon,GAB,1975,,0,
Gabon,GAB,1976,,0,
Gabon,GAB,1977,,0,
Gabon,GAB,1978,,0,
Gabon,GAB,1979,,0,
Gabon,GAB,1980,,0,
Gabon,GAB,1981,,0,
Gabon,GAB,1982,,0,
Gabon,GAB,1983,,0,
Gabon,GAB,1984,,0,
Gabon,GAB,1985,,0,
Gabon,GAB,1986,,0,
Gabon,GAB,1987,,0,
Gabon,GAB,1988,,0,
Gabon,GAB,1989,,0,
Gabon,GAB,1990,,0,
Gabon,GAB,1991,,0,
Gabon,GAB,1992,,0,
Gabon,GAB,1993,,0,
Gabon,GAB,1994,,0,
Gabon,GAB,1995,,0,
Gabon,GAB,1996,,0,
Gabon,GAB,1997,,0,
Gabon,GAB,1998,,0,
Gabon,GAB,1999,,0,
Gabon,GAB,2000,,0,
Gabon,GAB,2001,,0,
Gabon,GAB,2002,,0,
Gabon,GAB,2003,,0,
Gabon,GAB,2004,,0,
Gabon,GAB,2005,,0,
Gabon,GAB,2006,,0,
Gabon,GAB,2007,,0,
Gabon,GAB,2008,,0,
Gabon,GAB,2009,,0,
Gabon,GAB,2010,,0,
Gabon,GAB,2011,,0,
Gabon,GAB,2012,,0,
Gabon,GAB,2013,,0,
Gabon,GAB,2014,,0,
Gabon,GAB,2015,,0,
Gabon,GAB,2016,,0,
Gabon,GAB,2017,,0,
Gabon,GAB,2018,,0,
Gabon,GAB,2019,,0,
Gabon,GAB,2020,,0,
Gabon,GAB,2021,,0,
Gabon,GAB,2022,,0,
Gabon,GAB,2023,,0,
Germany,DEU,1965,38415.56,4.366126,630.46985
Germany,DEU,1966,38168.234,9.814069,676.69934
Germany,DEU,1967,37794.227,45.040764,638.0515
Germany,DEU,1968,40123.46,64.53704,643.56244
Germany,DEU,1969,43136.92,179.5714,519.79626
Germany,DEU,1970,45185.83,235.3524,699.7136
Germany,DEU,1971,45635.867,224.65517,547.4661
Germany,DEU,1972,47059.188,343.56042,537.89197
Germany,DEU,1973,49634.34,436.66022,615.18536
Germany,DEU,1974,48605.73,521.8436,707.0847
Germany,DEU,1975,46387.453,872.3586,688.2121
Germany,DEU,1976,49615.51,1069.3699,574.5424
Germany,DEU,1977,49016.83,1496.5452,715.5292
Germany,DEU,1978,50840.336,1594.5665,749.3453
Germany,DEU,1979,53599.043,1896.0533,756.81415
Germany,DEU,1980,51664.797,2027.784,805.5868
Germany,DEU,1981,49644.86,2393.6677,832.1735
Germany,DEU,1982,47509.066,2721.089,826.0129
Germany,DEU,1983,48175.17,2855.6938,776.7313
Germany,DEU,1984,49132.043,3815.9917,772.05664
Germany,DEU,1985,49462.777,5067.001,730.3256
Germany,DEU,1986,49154.668,4758.9785,771.3484
Germany,DEU,1987,48971.855,5149.727,829.4859
Germany,DEU,1988,48372.57,5670.1465,823.5051
Germany,DEU,1989,47415.195,5813.0327,755.32306
Germany,DEU,1990,46665.72,5451.9336,706.2239
Germany,DEU,1991,45367.33,5241.0938,651.492
Germany,DEU,1992,43610.484,5618.069,760.0543
Germany,DEU,1993,43348.75,5405.7295,784.4712
Germany,DEU,1994,42733.195,5304.4136,850.47345
Germany,DEU,1995,42681.25,5390.082,925.64606
Germany,DEU,1996,44011.707,5640.5215,849.6406
Germany,DEU,1997,42938.93,5934.816,897.63513
Germany,DEU,1998,42709.668,5624.604,971.6043
Germany,DEU,1999,41601.348,5914.7476,1082.5771
Germany,DEU,2000,41590.516,5901.283,1411.9044
Germany,DEU,2001,42451.08,5924.39,1465.9188
Germany,DEU,2002,41845.69,5669.0425,1743.0519
Germany,DEU,2003,41858.516,5646.8506,1795.5338
Germany,DEU,2004,41429.168,5684.639,2228.5981
Germany,DEU,2005,40735.957,5516.237,2541.4207
Germany,DEU,2006,41398.223,5629.0664,3015.7798
Germany,DEU,2007,39590.49,4697.0093,3670.6184
Germany,DEU,2008,39719.08,4939.579,3787.3904
Germany,DEU,2009,37145.08,4449.891,3841.2864
Germany,DEU,2010,38543.195,4603.274,4159.365
Germany,DEU,2011,37245.68,3510.3032,4815.506
Germany,DEU,2012,37433.844,3209.1772,5489.6665
Germany,DEU,2013,38533.08,3115.0916,5713.355
Germany,DEU,2014,36198.457,3084.5833,6044.565
Germany,DEU,2015,36322.855,2889.9922,6854.057
Germany,DEU,2016,37174.88,2640.7297,6842.7715
Germany,DEU,2017,37045.01,2359.0435,7653.896
Germany,DEU,2018,35519.348,2327.755,7844.4995
Germany,DEU,2019,33785.625,2283.7588,8367.446
Germany,DEU,2020,30651.35,1947.1615,8730.226
Germany,DEU,2021,32312.693,2081.1206,8102.7935
Germany,DEU,2022,31151.562,1041.5696,8744.936
Germany,DEU,2023,28553.773,215.94868,9282.546
Greece,GRC,1982,19798.186,0,1105.0518
Greece,GRC,1983,20067.695,0,718.04694
Greece,GRC,1984,20602.342,0,868.847
Greece,GRC,1985,21607.018,0,842.90985
Greece,GRC,1986,21316.293,0,962.67694
Greece,GRC,1987,23317.729,0,819.9489
Greece,GRC,1988,24564.893,0,691.607
Greece,GRC,1989,26581.389,0,550.4554
Greece,GRC,1990,27379.988,0,508.31854
Greece,GRC,1991,27167.52,0,882.4113
Greece,GRC,1992,27683.387,0,624.24634
Greece,GRC,1993,27797.838,0,652.25146
Greece,GRC,1994,27973.498,0,732.36664
Greece,GRC,1995,28547.46,0,982.384
Greece,GRC,1996,28863.084,0,1200.4427
Greece,GRC,1997,29650.586,0,1065.3049
Greece,GRC,1998,31406.885,0,1023.6431
Greece,GRC,1999,30984.941,0,1278.9609
Greece,GRC,2000,32686.6,0,1110.1322
Greece,GRC,2001,33181.492,0,779.76434
Greece,GRC,2002,32973.594,0,943.99164
Greece,GRC,2003,34309.73,0,1540.7245
Greece,GRC,2004,34290.4,0,1537.6884
Greece,GRC,2005,34302.754,0,1654.2289
Greece,GRC,2006,35015.926,0,2018.3182
Greece,GRC,2007,36543.754,0,1264.5426
Greece,GRC,2008,35631.574,0,1536.493
Greece,GRC,2009,33705.363,0,2149.8867
Greece,GRC,2010,31509.072,0,2788.984
Greece,GRC,2011,31579.805,0,2158.8274
Greece,GRC,2012,29183.297,0,2676.7607
Greece,GRC,2013,26338.809,0,3740.747
Greece,GRC,2014,25136.213,0,3208.7178
Greece,GRC,2015,24962.992,0,3882.5115
Greece,GRC,2016,24656.535,0,3901.6023
Greece,GRC,2017,26501.79,0,3631.994
Greece,GRC,2018,26258.535,0,4218.0415
Greece,GRC,2019,25721.227,0,4247.234
Greece,GRC,2020,21708.766,0,4637.3164
Greece,GRC,2021,23143.05,0,5820.6196
Greece,GRC,2022,24323.156,0,5945.335
Greece,GRC,2023,23123.361,0,6387.5996
Greece,GRC,1965,,0,277.79437
Greece,GRC,1966,,0,600.37665
Greece,GRC,1967,,0,576.258
Greece,GRC,1968,,0,474.8488
Greece,GRC,1969,,0,712.70374
Greece,GRC,1970,,0,912.1987
Greece,GRC,1971,,0,914.393
Greece,GRC,1972,,0,918.6687
Greece,GRC,1973,,0,758.4919
Greece,GRC,1974,,0,794.9931
Greece,GRC,1975,,0,676.6668
Greece,GRC,1976,,0,624.9623
Greece,GRC,1977,,0,632.6603
Greece,GRC,1978,,0,972.60974
Greece,GRC,1979,,0,1146.8804
Greece,GRC,1980,,0,1081.8069
Greece,GRC,1981,,0,1069.5895
Guyana,GUY,2019,,0,
Guyana,GUY,2020,,0,
Guyana,GUY,2021,,0,
Guyana,GUY,2022,,0,
Guyana,GUY,2023,,0,
High-income countries,,1965,35693.836,83.57593,2668.5247
High-income countries,,1966,37042.156,112.96296,2789.9246
High-income countries,,1967,38129.445,133.73654,2830.0193
High-income countries,,1968,40262.85,167.39989,2880.443
High-income countries,,1969,42613.457,194.20613,2982.5383
High-income countries,,1970,44634.547,244.99118,3037.637
High-income countries,,1971,45162.695,342.17743,3140.1187
High-income countries,,1972,46953.605,462.84637,3251.5637
High-income countries,,1973,49154.32,607.9313,3230.7844
High-income countries,,1974,47417.883,774.69226,3510.4531
High-income countries,,1975,45736.23,1062.9402,3481.0334
High-income countries,,1976,48068.44,1213.4673,3320.432
High-income countries,,1977,48584.75,1498.476,3318.1052
High-income countries,,1978,49252.58,1748.2979,3539.5688
High-income countries,,1979,50124.98,1789.1716,3652.9824
High-income countries,,1980,48016.73,1918.0123,3600.2227
High-income countries,,1981,46126.938,2241.827,3606.5862
High-income countries,,1982,44070.984,2392.0479,3694.4536
High-income countries,,1983,43567.57,2687.9827,3851.276
High-income countries,,1984,44857.633,3201.1873,3838.6382
High-income countries,,1985,45187.133,3812.5928,3807.204
High-income countries,,1986,45364.395,4116.2236,3785.4514
High-income countries,,1987,46321.71,4409.152,3759.4346
High-income countries,,1988,47520.477,4713.57,3749.7324
High-income countries,,1989,48041.28,4856.6855,3674.407
High-income countries,,1990,47594.32,5003.904,3805.7603
High-income countries,,1991,47399.2,5233.404,3848.2942
High-income countries,,1992,47544.715,5242.8926,3792.6743
High-income countries,,1993,47647.973,5395.9585,3963.5212
High-income countries,,1994,48359.883,5504.508,3852.7632
High-income countries,,1995,49077.145,5694.8203,4062.9556
High-income countries,,1996,50370.027,5820.541,4111.242
High-income countries,,1997,50569.855,5722.709,4216.044
High-income countries,,1998,50411,5820.8467,4128.0996
High-income countries,,1999,50763.195,5985.523,4152.6875
High-income countries,,2000,51525.7,6039.962,4183.5083
High-income countries,,2001,51199.055,6103.289,3924.8875
High-income countries,,2002,51338.355,6093.305,3995.1743
High-income countries,,2003,51949.78,5803.3687,3946.8684
High-income countries,,2004,52576.3,6008.328,4057.899
High-income countries,,2005,52616.23,5934.5366,4171.3022
High-income countries,,2006,52216.473,5901.0625,4289.668
High-income countries,,2007,52397.176,5659.5107,4342.433
High-income countries,,2008,51294.176,5538.3477,4610.4316
High-income countries,,2009,48075.676,5375.8784,4729.915
High-income countries,,2010,49848.133,5418.5825,4956.3936
High-income countries,,2011,49060.555,5014.9316,5227.1675
High-income countries,,2012,48565.24,4510.174,5445.651
High-income countries,,2013,48681.066,4483.264,5719.921
High-income countries,,2014,47962.676,4465.4795,5855.133
High-income countries,,2015,47949.625,4367.4976,6032.4155
High-income countries,,2016,47773.227,4305.6963,6237.707
High-income countries,,2017,47761.22,4209.2256,6481.8315
High-income countries,,2018,47990.996,4189.603,6716.283
High-income countries,,2019,46898.62,4219.536,6845.868
High-income countries,,2020,42715.098,3942.1187,7269.3555
High-income countries,,2021,44788.62,4014.5398,7476.8945
High-income countries,,2022,44784.934,3748.4275,7794.1147
High-income countries,,2023,43498.86,3815.469,8139.339
Hong Kong,HKG,1995,28937.332,0,0
Hong Kong,HKG,1996,28513.861,0,0
Hong Kong,HKG,1997,28363.01,0,0
Hong Kong,HKG,1998,28449.79,0,0
Hong Kong,HKG,1999,28398.512,0,0
Hong Kong,HKG,2000,29337.336,0,
Hong Kong,HKG,2001,36671.152,0,
Hong Kong,HKG,2002,35543.58,0,
Hong Kong,HKG,2003,36507.19,0,
Hong Kong,HKG,2004,40706.63,0,
Hong Kong,HKG,2005,38935.48,0,
Hong Kong,HKG,2006,41052.57,0,
Hong Kong,HKG,2007,43421.28,0,
Hong Kong,HKG,2008,40116.883,0,0.32163125
Hong Kong,HKG,2009,43533.855,0,0.43260995
Hong Kong,HKG,2010,45006.055,0,24.23349
Hong Kong,HKG,2011,45834.223,0,63.205128
Hong Kong,HKG,2012,43722.906,0,26.988066
Hong Kong,HKG,2013,44471.938,0,71.80202
Hong Kong,HKG,2014,43079.223,0,65.49965
Hong Kong,HKG,2015,44025.07,0,90.873116
Hong Kong,HKG,2016,44965.36,0,93.31514
Hong Kong,HKG,2017,48057.836,0,101.42972
Hong Kong,HKG,2018,48478.457,0,117.44354
Hong Kong,HKG,2019,45845.63,0,117.42616
Hong Kong,HKG,2020,34227.48,0,150.83698
Hong Kong,HKG,2021,32298.6,0,205.43729
Hong Kong,HKG,2022,28761.506,0,276.69775
Hong Kong,HKG,2023,33182.87,0,314.23126
Hong Kong,HKG,1965,,0,0
Hong Kong,HKG,1966,,0,0
Hong Kong,HKG,1967,,0,0
Hong Kong,HKG,1968,,0,0
Hong Kong,HKG,1969,,0,0
Hong Kong,HKG,1970,,0,0
Hong Kong,HKG,1971,,0,0
Hong Kong,HKG,1972,,0,0
Hong Kong,HKG,1973,,0,0
Hong Kong,HKG,1974,,0,0
Hong Kong,HKG,1975,,0,0
Hong Kong,HKG,1976,,0,0
Hong Kong,HKG,1977,,0,0
Hong Kong,HKG,1978,,0,0
Hong Kong,HKG,1979,,0,0
Hong Kong,HKG,1980,,0,0
Hong Kong,HKG,1981,,0,0
Hong Kong,HKG,1982,,0,0
Hong Kong,HKG,1983,,0,0
Hong Kong,HKG,1984,,0,0
Hong Kong,HKG,1985,,0,0
Hong Kong,HKG,1986,,0,0
Hong Kong,HKG,1987,,0,0
Hong Kong,HKG,1988,,0,0
Hong Kong,HKG,1989,,0,0
Hong Kong,HKG,1990,,0,0
Hong Kong,HKG,1991,,0,0
Hong Kong,HKG,1992,,0,0
Hong Kong,HKG,1993,,0,0
Hong Kong,HKG,1994,,0,0
Hungary,HUN,1965,18218.738,0,21.869368
Hungary,HUN,1966,18403.693,0,29.075357
Hungary,HUN,1967,17502.982,0,23.755962
Hungary,HUN,1968,18092.195,0,25.689482
Hungary,HUN,1969,19305.424,0,27.323257
Hungary,HUN,1970,20734.062,0,25.225956
Hungary,HUN,1971,21344.154,0,27.439415
Hungary,HUN,1972,21967.92,0,31.346327
Hungary,HUN,1973,23715.98,0,28.687922
Hungary,HUN,1974,24337.646,0,22.902777
Hungary,HUN,1975,25592.28,0,45.81541
Hungary,HUN,1976,27193.506,0,46.122116
Hungary,HUN,1977,28466.453,0,41.456043
Hungary,HUN,1978,30345.412,0,38.26252
Hungary,HUN,1979,29968.045,0,40.37518
Hungary,HUN,1980,30051.14,0,30.955471
Hungary,HUN,1981,29781.45,0,46.511745
Hungary,HUN,1982,29986.365,0,44.12329
Hungary,HUN,1983,28905.613,660.6928,43.15377
Hungary,HUN,1984,29467.783,1009.9397,50.58308
Hungary,HUN,1985,29834.303,1744.0503,43.473766
Hungary,HUN,1986,29536.457,2005.1559,43.345345
Hungary,HUN,1987,30086.457,2977.5864,47.73347
Hungary,HUN,1988,28752.006,3656.2588,47.893253
Hungary,HUN,1989,27894.309,3791.0215,44.935703
Hungary,HUN,1990,27343.215,3755.0076,55.95724
Hungary,HUN,1991,25282.848,3754.0884,62.678
Hungary,HUN,1992,24051.424,3820.9062,59.21329
